"row_number","animal_name","animal_gender","animal_birth_month","breed_rc","borough","zip_code","community_district","census_tract2010","nta","city_council_district","congressional_district","state_senatorial_district","license_issued_date","license_expired_date"
79215,"Gracie","F",2008-10-01,"Staffordshire Bull Terrier","Staten Island",10305,501,8,"SI37",49,11,23,2016-06-10,2017-06-26
79216,"Gracie","F",2006-10-01,"Dachshund Crossbreed","Staten Island",10306,503,13204,"SI25",51,11,24,2016-06-10,2017-07-10
79217,"Giovanna","F",2005-01-01,"Chihuahua","Brooklyn",11223,311,412,"BK29",47,11,22,2016-06-10,2017-07-30
79218,"Otis","M",2012-09-01,"Dachshund Smooth Coat","Manhattan",10038,101,1501,"MN25",1,10,26,2016-06-10,2017-07-17
79219,"Oscar","F",2014-03-01,"Bichon Frise","Queens",11375,406,75702,"QN17",29,6,15,2016-06-10,2017-07-31
79220,"Oreo","M",2002-01-01,"Shih Tzu","Queens",11414,410,892,"QN57",32,8,15,2016-06-10,2017-07-30
79221,"Olive","F",2013-11-01,"Labradoodle","Manhattan",10025,107,193,"MN09",7,13,30,2016-06-10,2017-05-20
79222,"Oliver","M",2016-02-01,"Cardigan Welsh Corgi","Manhattan",10016,105,74,"MN17",4,12,28,2016-06-10,2017-06-10
79223,"Oliver","M",2011-01-01,"Unknown","Manhattan",10021,108,134,"MN31",5,12,28,2016-06-10,2017-07-22
79224,"Onyx","M",2011-06-01,"Pug","Staten Island",10308,503,14606,"SI54",51,11,24,2016-06-10,2017-07-24
79225,"Bunny","F",2004-11-01,"Chihuahua","Manhattan",10019,104,139,"MN15",3,10,27,2016-06-10,2017-03-23
79226,"Buddy","M",2007-12-01,"Beagle","Staten Island",10303,501,323,"SI12",49,11,23,2016-06-10,2017-06-10
79227,"Butters","M",2012-02-01,"Pit Bull (or Mix)","Manhattan",10011,104,81,"MN13",3,12,27,2016-06-10,2018-05-13
79228,"Cagney","M",2010-01-01,"Shih Tzu","Brooklyn",11236,318,1026,"BK50",46,8,19,2016-06-10,2017-04-25
79229,"Casey","F",2004-01-01,"Unknown","Queens",11426,413,157101,"QN43",23,3,11,2016-06-10,2017-06-29
79230,"Cassius","M",2010-05-01,"Cavalier King Charles Spaniel","Manhattan",10011,104,91,"MN13",3,12,27,2016-06-10,2017-07-26
79231,"Casper","M",2013-02-01,"Shih Tzu","Brooklyn",11228,310,208,"BK30",43,11,22,2016-06-10,2017-05-12
79232,"Cece","F",2015-02-01,"Labrador (or Crossbreed)","Manhattan",10019,104,135,"MN15",3,10,27,2016-06-10,2017-05-14
79233,"Gege","F",2006-06-01,"Chihuahua","Staten Island",10301,501,81,"SI22",49,11,23,2016-06-10,2017-06-10
79234,"Gigi","F",2004-01-01,"Unknown","Manhattan",10128,108,15801,"MN40",5,12,29,2016-06-10,2017-07-16
79235,"Gidget","F",2013-10-01,"Shetland Sheepdog","Staten Island",10306,502,11202,"SI45",50,11,24,2016-06-10,2018-06-02
79236,"Gielly","F",2006-12-01,"Unknown","Queens",11379,405,671,"QN21",30,6,15,2016-06-10,2017-07-28
79237,"Gibson","M",2009-03-01,"Bull Dog, English","Queens",11694,414,928,"QN10",32,5,15,2016-06-10,2017-06-30
79238,"Abby","F",2009-01-01,"Pomeranian","Manhattan",10032,112,245,"MN36",7,13,31,2016-06-10,2017-06-25
79239,"Abby","F",2011-01-01,"Unknown","Queens",11378,405,49301,"QN30",30,6,15,2016-06-10,2017-05-18
79240,"Andy","M",2013-02-01,"Havanese","Manhattan",10010,106,66,"MN20",2,12,28,2016-06-10,2017-07-31
79241,"Alexander","M",2011-07-01,"Maltese","Brooklyn",11204,312,246,"BK88",44,10,17,2016-06-10,2017-03-27
79242,"Alex","M",2004-01-01,"Yorkshire Terrier","Staten Island",10306,503,12806,"SI25",50,11,24,2016-06-10,2017-07-30
79243,"Farrah","F",2011-10-01,"Wire Fox Terrier","Manhattan",10024,107,169,"MN12",6,10,29,2016-06-10,2019-06-10
79244,"Fancy","F",2008-12-01,"Labrador (or Crossbreed)","Brooklyn",11201,302,501,"BK09",33,7,26,2016-06-10,2017-06-17
79245,"April","F",2010-12-01,"Miniature Pinscher","Queens",11379,405,669,"QN21",30,6,15,2016-06-10,2021-06-10
79246,"Anibell","F",2009-01-01,"Shih Tzu","Manhattan",10128,108,152,"MN32",5,12,28,2016-06-10,2017-07-17
79247,"Lincoln","M",2015-06-01,"Jack Russell Terrier","Manhattan",10065,108,118,"MN31",5,12,28,2016-06-10,2017-06-10
79248,"Lilyblosso","F",2003-01-01,"Beagle","Queens",11411,413,600,"QN33",27,5,14,2016-06-10,2017-07-29
79249,"Lily","F",2007-06-01,"Jack Russell Terrier","Brooklyn",11211,301,501,"BK90",34,12,18,2016-06-10,2017-06-20
79250,"Lily","F",2012-08-01,"Boston Terrier","Bronx",10465,210,132,"BX52",13,14,34,2016-06-10,2017-07-24
79251,"Fred","M",2012-03-01,"Yorkshire Terrier","Queens",11385,405,539,"QN20",34,7,12,2016-06-10,2017-07-08
79252,"Frederic","M",2009-05-01,"Vizsla","Manhattan",10035,111,242,"MN34",8,13,30,2016-06-10,2017-05-04
79253,"Fritz","M",2009-03-01,"German Shepherd Dog","Queens",11694,414,922,"QN10",32,5,15,2016-06-10,2017-07-20
79254,"Foxie","F",2014-01-01,"Shih Tzu","Queens",11693,414,94201,"QN10",32,5,10,2016-06-10,2017-03-30
79255,"Franklin","M",2007-01-01,"Jack Russell Terrier","Manhattan",10032,112,245,"MN36",7,13,31,2016-06-10,2017-06-10
79256,"Frances","F",2014-01-01,"Chihuahua","Manhattan",10011,104,81,"MN13",3,12,27,2016-06-10,2017-07-28
79257,"Frank","M",2003-01-01,"Pug","Queens",11364,411,145102,"QN46",20,6,11,2016-06-10,2017-04-29
79258,"Lola","F",2012-06-01,"Shih Tzu","Brooklyn",11201,302,13,"BK38",33,7,25,2016-06-10,2017-07-17
79259,"Lolita","F",2006-01-01,"Chihuahua","Queens",11355,407,1187,"QN52",20,6,16,2016-06-10,2017-06-29
79260,"Lou","F",2008-01-01,"Shih Tzu","Brooklyn",11229,315,580,"BK44",48,11,19,2016-06-10,2017-07-08
79261,"Louie","M",2004-06-01,"Pomeranian","Manhattan",10003,103,3602,"MN22",2,12,26,2016-06-10,2017-04-02
79262,"Lovely","F",2010-05-01,"Unknown","Manhattan",10025,107,185,"MN12",7,10,30,2016-06-10,2017-07-22
79263,"Lisa","F",2013-09-01,"Pomeranian","Manhattan",10023,107,153,"MN14",6,10,27,2016-06-10,2017-07-02
79264,"Little","F",2002-01-01,"Weimaraner","Queens",11378,405,599,"QN30",30,6,15,2016-06-10,2017-07-30
79265,"Logan","M",2014-06-01,"Pomeranian","Bronx",10451,204,61,"BX14",16,15,32,2016-06-10,2017-06-10
79266,"Lola","F",2016-04-01,"Beagle Crossbreed","Bronx",10456,203,14701,"BX01",16,15,33,2016-06-10,2017-06-10
79267,"Penny","F",2015-01-01,"Poodle, Miniature","Brooklyn",11249,301,547,"BK73",33,7,18,2016-06-10,2017-06-10
79268,"Paris","F",2015-11-01,"Yorkshire Terrier","Queens",11365,408,122702,"QN38",24,6,16,2016-06-10,2017-06-10
79269,"Papi","M",2005-01-01,"Unknown","Brooklyn",11234,318,658,"BK45",46,8,22,2016-06-10,2017-06-29
79270,"Patches","M",2006-01-01,"Lhasa Apso","Manhattan",10009,106,44,"MN50",4,12,27,2016-06-10,2017-07-29
79271,"Paulie","M",2013-06-01,"Chihuahua Crossbreed","Queens",11101,NA,NA,NA,NA,NA,NA,2016-06-10,2017-06-10
79272,"Peppino","M",2007-01-01,"Shih Tzu","Staten Island",10314,NA,NA,NA,NA,NA,NA,2016-06-10,2017-07-27
79273,"Pete","M",2015-08-01,"Chihuahua","Bronx",10468,NA,NA,NA,NA,NA,NA,2016-06-10,2017-06-10
79274,"Petey","M",2013-02-01,"Unknown","Queens",11105,401,135,"QN72",22,14,13,2016-06-10,2017-07-10
79275,"Pep","M",2014-10-01,"Terrier Mix","Brooklyn",11209,310,38,"BK31",43,11,22,2016-06-10,2017-07-17
79276,"Pepper","F",2009-01-01,"Dachshund Smooth Coat","Manhattan",10128,108,15601,"MN32",5,12,29,2016-06-10,2017-06-10
79277,"Pepper","F",2013-01-01,"Shih Tzu","Brooklyn",11221,303,277,"BK35",36,8,25,2016-06-10,2017-07-08
79278,"Philly","F",2004-01-01,"American Staffordshire Terrier","Queens",11377,405,513,"QN30",30,6,15,2016-06-10,2017-07-30
79279,"Star","F",2008-06-01,"Unknown","Brooklyn",11211,301,529,"BK72",33,7,26,2016-06-10,2017-03-26
79280,"Sydney","F",2015-04-01,"Poodle Crossbreed","Brooklyn",11201,302,1,"BK09",33,7,26,2016-06-10,2017-07-30
79281,"Suki","F",2010-09-01,"Rhodesian Ridgeback","Manhattan",10036,104,121,"MN15",3,10,27,2016-06-10,2017-05-03
79282,"Sunita","F",2009-12-01,"Chihuahua","Brooklyn",11229,318,644,"BK45",46,9,22,2016-06-10,2017-07-30
79283,"Stormy","M",2009-04-01,"Great Pyrenees","Brooklyn",11236,318,1004,"BK50",46,8,19,2016-06-10,2017-07-27
79284,"Suchi","F",2010-06-01,"Chihuahua","Queens",11691,414,97203,"QN12",31,5,10,2016-06-10,2017-06-10
79285,"Tasia","F",2012-01-01,"Maltese","Queens",11361,411,1471,"QN46",19,6,11,2016-06-10,2017-06-06
79286,"Leonardo","M",2006-01-01,"Unknown","Queens",11361,411,145102,"QN46",19,6,11,2016-06-10,2017-04-29
79287,"Liba","F",2012-09-01,"Unknown","Queens",11435,408,22002,"QN35",24,6,11,2016-06-10,2017-07-15
79288,"Libby","F",2007-12-01,"Cotton De Tulear","Manhattan",10024,107,171,"MN12",6,10,31,2016-06-10,2017-07-31
79289,"Lexi","F",2013-07-01,"German Shepherd Dog","Queens",11365,411,1417,"QN48",20,6,16,2016-06-10,2017-06-10
79290,"Lefty","M",2008-01-01,"Pit Bull (or Mix)","Bronx",10464,210,516,"BX10",13,14,34,2016-06-10,2017-07-22
79291,"Destiny","F",2010-01-01,"Pomeranian","Manhattan",10011,NA,NA,NA,NA,NA,NA,2016-06-10,2017-04-12
79292,"Diana","F",2008-08-01,"Pit Bull (or Mix)","Brooklyn",11214,311,282,"BK27",43,11,23,2016-06-10,2017-07-10
79293,"Diesel","M",2012-11-01,"Unknown","Queens",11416,409,112,"QN54",28,5,15,2016-06-10,2017-07-25
79294,"Diego","M",2005-01-01,"Tibetan Terrier","Brooklyn",11206,301,485,"BK78",34,7,18,2016-06-10,2021-09-29
79295,"Lady","F",2010-01-01,"Dachshund","Staten Island",10306,503,13201,"SI25",50,11,24,2016-06-10,2017-05-25
79296,"Lady","F",2012-10-01,"Unknown","Staten Island",10306,502,11202,"SI45",50,11,24,2016-06-10,2018-07-23
79297,"Lady","F",2006-11-01,"Shiba Inu","Staten Island",10308,503,13203,"SI54",51,11,24,2016-06-10,2017-06-29
79298,"Deedee","F",2005-01-01,"Labrador (or Crossbreed)","Brooklyn",11230,314,520,"BK42",40,9,21,2016-06-10,2017-05-30
79299,"Dallas","M",2013-04-01,"Schnauzer, Miniature","Manhattan",10009,103,2601,"MN28",2,12,26,2016-06-10,2017-08-04
79300,"Darwin","M",2014-05-01,"Australian Shepherd","Brooklyn",11225,309,79802,"BK60",40,9,21,2016-06-10,2017-06-10
79301,"Dante","M",2011-05-01,"Unknown","Manhattan",10032,112,249,"MN36",10,13,31,2016-06-10,2017-08-06
79302,"Danuta","M",2004-03-01,"Schnauzer, Miniature","Brooklyn",11222,301,571,"BK76",33,12,26,2016-06-10,2017-07-07
79303,"Buckley","M",2015-01-01,"Havanese","Manhattan",10023,107,153,"MN14",6,10,27,2016-06-10,2017-05-01
79304,"Bucko","M",2003-07-01,"German Shepherd Crossbreed","Brooklyn",11201,302,301,"BK09",33,7,26,2016-06-10,2018-07-19
79305,"Buddy","M",2015-10-01,"Cocker Spaniel","Queens",11361,411,1463,"QN46",19,6,11,2016-06-10,2017-06-10
79306,"Brinks","M",2009-06-01,"Chihuahua","Queens",11365,408,1347,"QN41",23,6,16,2016-06-10,2017-05-25
79307,"Brixton","M",2011-08-01,"Terrier Crossbreed","Manhattan",10030,109,227,"MN04",9,13,30,2016-06-10,2017-08-09
79308,"Boo","M",2015-07-01,"Labrador (or Crossbreed)","Manhattan",10023,NA,NA,NA,NA,NA,NA,2016-06-10,2017-06-10
79309,"Zoe","F",2007-06-01,"Greyhound","Brooklyn",11209,310,36,"BK31",43,11,22,2016-06-10,2017-07-13
79310,"Zora","F",2012-01-01,"Wheaton Terrier","Queens",11105,401,103,"QN72",22,14,13,2016-06-10,2017-08-07
79311,"Zoey","F",2013-12-01,"Cocker Spaniel","Queens",11004,413,157901,"QN44",23,3,11,2016-06-10,2017-05-30
79312,"Zeus","M",2013-07-01,"Poodle","Queens",11373,404,473,"QN29",25,6,16,2016-06-10,2017-06-23
79313,"Ziggy","M",2009-01-01,"Yorkshire Terrier","Manhattan",10028,108,136,"MN32",5,12,28,2016-06-10,2017-08-03
79314,"Zasha","F",2011-12-01,"Chihuahua Crossbreed","Queens",11365,NA,NA,NA,NA,NA,NA,2016-06-10,2017-06-10
79315,"Zelda","F",2005-10-01,"Dachshund Smooth Coat","Manhattan",10024,107,171,"MN12",6,10,31,2016-06-10,2017-05-26
79316,"Yianni","M",2004-09-01,"Maltese","Brooklyn",11214,311,272,"BK28",47,10,22,2016-06-10,2017-07-30
79317,"Yoffi","M",2005-01-01,"Unknown","Manhattan",10001,104,97,"MN13",3,10,27,2016-06-10,2017-03-29
79318,"Nico","M",2002-01-01,"Yorkshire Terrier","Staten Island",10312,503,15601,"SI54",51,11,24,2016-06-10,2017-06-29
79319,"Nieve","F",2013-06-01,"Pit Bull (or Mix)","Queens",11105,401,113,"QN72",22,14,13,2016-06-10,2017-06-10
79320,"Nigel","M",2011-01-01,"Labradoodle","Manhattan",10018,104,115,"MN15",3,10,31,2016-06-10,2017-06-30
79321,"Nola","F",2011-04-01,"Labrador (or Crossbreed)","Manhattan",10025,107,187,"MN12",6,10,31,2016-06-10,2017-06-10
79322,"Noname","F",2016-02-01,"Puggle","Brooklyn",11214,311,176,"BK27",43,11,22,2016-06-10,2017-06-10
79323,"Winston","M",2016-01-01,"Miniature American Shepherd","Manhattan",10013,102,45,"MN24",1,10,26,2016-06-10,2017-06-10
79324,"Nora","F",2013-11-01,"Labradoodle","Manhattan",10018,104,115,"MN15",3,10,31,2016-06-10,2017-06-12
79325,"Woozley","M",2012-02-01,"Unknown","Manhattan",10128,108,14802,"MN40",5,12,28,2016-06-10,2017-06-14
79326,"Winston","M",2004-04-01,"Cocker Spaniel","Manhattan",10128,108,15601,"MN32",5,12,29,2016-06-10,2017-08-08
79327,"Name Not Provided","M",2016-03-01,"Shiba Inu","Queens",11101,401,25,"QN68",26,12,12,2016-06-10,2017-06-10
79328,"Name Not Provided","M",2016-03-01,"Siberian Husky","Queens",11370,403,30902,"QN28",22,14,13,2016-06-10,2017-06-10
79329,"Name Not Provided","M",2016-03-01,"Unknown","Manhattan",10012,NA,NA,NA,NA,NA,NA,2016-06-10,2017-06-10
79330,"Name Not Provided","M",2015-04-01,"Maltese Crossbreed","Queens",11378,405,599,"QN30",30,6,15,2016-06-10,2017-07-20
79331,"Name Not Provided","M",2015-12-01,"Havanese","Brooklyn",11215,306,165,"BK37",39,9,21,2016-06-10,2017-06-10
79332,"Name Not Provided","M",2016-03-01,"Golden Retriever","Bronx",10460,206,36501,"BX17",15,15,33,2016-06-10,2017-06-10
79333,"Name Not Provided","M",2015-12-01,"Beagle Crossbreed","Brooklyn",11213,309,335,"BK63",35,9,20,2016-06-10,2017-06-10
79334,"Name Not Provided","M",2007-01-01,"Chihuahua","Staten Island",10308,503,14605,"SI54",51,11,24,2016-06-10,2018-04-16
79335,"Lil","M",2015-02-01,"Parson Russell Terrier","Brooklyn",11208,305,1208,"BK82",42,8,19,2016-06-10,2017-06-10
79336,"Lillie","F",2011-01-01,"Labrador (or Crossbreed)","Manhattan",10009,106,44,"MN50",4,12,27,2016-06-10,2017-06-10
79337,"Lilly","F",2007-01-01,"Shiba Inu","Manhattan",10024,107,171,"MN12",6,10,31,2016-06-10,2017-04-22
79338,"Neko","M",2012-10-01,"Siberian Husky","Manhattan",10024,107,165,"MN12",6,10,29,2016-06-10,2017-06-22
79339,"Nena","F",2007-04-01,"Unknown","Manhattan",10038,103,25,"MN27",1,7,26,2016-06-10,2017-06-09
79340,"Nena","F",2011-05-01,"Chihuahua","Brooklyn",11206,303,255,"BK75",36,7,18,2016-06-10,2017-07-14
79341,"Name Not Provided","M",2012-08-01,"Yorkshire Terrier","Manhattan",10035,111,192,"MN34",8,13,30,2016-06-10,2017-04-22
79342,"Nathan","M",2006-01-01,"Dachshund Smooth Coat","Staten Island",10312,503,14604,"SI54",51,11,24,2016-06-10,2017-03-29
79343,"Bailey","F",2010-07-01,"Unknown","Manhattan",10128,108,152,"MN32",5,12,28,2016-06-10,2017-07-10
79344,"Baby","M",2008-07-01,"Dachshund Smooth Coat","Brooklyn",11214,313,314,"BK26",47,11,22,2016-06-10,2017-06-26
79345,"Baby","F",2005-09-01,"Yorkshire Terrier","Queens",11355,407,849,"QN22",20,6,16,2016-06-10,2017-06-29
79346,"Atticus","M",2008-01-01,"Unknown","Brooklyn",11238,308,305,"BK61",35,9,25,2016-06-10,2019-05-12
79347,"Augie","M",1999-01-01,"Unknown","Manhattan",10014,102,67,"MN23",3,10,27,2016-06-10,2017-04-29
79348,"Augustus","M",2012-03-01,"Vizsla","Manhattan",10035,111,242,"MN34",8,13,30,2016-06-10,2017-05-04
79349,"Cody","M",2007-01-01,"Unknown","Staten Island",10314,501,18901,"SI07",50,11,24,2016-06-10,2017-07-30
79350,"Cookie","F",2005-01-01,"Unknown","Manhattan",10075,108,142,"MN40",4,12,28,2016-06-10,2017-04-28
79351,"Cookie","M",2016-01-01,"Chihuahua","Manhattan",10009,103,2602,"MN28",2,12,27,2016-06-10,2017-06-10
79352,"Bailie","F",2003-01-01,"Poodle, Toy","Queens",11360,407,99703,"QN47",19,3,11,2016-06-10,2017-07-30
79353,"Bambam","M",2014-12-01,"Bulldog","Bronx",10452,204,223,"BX63",14,15,29,2016-06-10,2017-04-03
79354,"Barney","M",2011-11-01,"Papillon","Queens",11365,411,140902,"QN48",20,6,16,2016-06-10,2017-07-11
79355,"Crystal","F",2010-12-01,"Unknown","Staten Island",10312,503,17007,"SI48",51,11,24,2016-06-10,2017-07-05
79356,"Cooper","M",2014-01-01,"Border Collie","Brooklyn",11233,303,297,"BK61",36,8,25,2016-06-10,2019-06-10
79357,"Cooper","M",2003-10-01,"Havanese","Manhattan",10009,106,44,"MN50",4,12,27,2016-06-10,2017-06-10
79358,"Cooper","M",2007-08-01,"Tibetan Terrier","Staten Island",10305,501,6,"SI37",49,11,23,2016-06-10,2017-08-05
79359,"Daisy","F",2008-10-01,"Boxer","Staten Island",10312,503,17005,"SI01",51,11,24,2016-06-10,2017-07-13
79360,"Daisy","F",2016-04-01,"Maltese","Queens",11694,414,938,"QN10",32,5,15,2016-06-10,2017-06-10
79361,"Kane","M",2014-11-01,"Pit Bull (or Mix)","Bronx",10465,210,160,"BX52",13,14,34,2016-06-10,2017-06-10
79362,"Kala","F",2007-05-01,"Pit Bull (or Mix)","Bronx",10473,209,20,"BX09",18,15,34,2016-06-10,2017-06-10
79363,"Kirby","F",2012-06-01,"Pomeranian","Manhattan",10003,102,57,"MN23",2,12,27,2016-06-10,2017-06-10
79364,"Kilo","M",2012-01-01,"Chihuahua","Brooklyn",11230,314,534,"BK43",44,9,17,2016-06-10,2017-07-08
79365,"Kiwi","M",2003-04-01,"Yorkshire Terrier","Queens",11417,410,58,"QN56",32,8,15,2016-06-10,2017-06-29
79366,"Kobe","M",2008-03-01,"Chihuahua","Staten Island",10306,503,13204,"SI25",51,11,24,2016-06-10,2017-08-07
79367,"Kenya","F",2015-05-01,"Poodle","Queens",11385,NA,NA,NA,NA,NA,NA,2016-06-10,2017-07-19
79368,"Khloe","F",2008-04-01,"Shih Tzu","Bronx",10468,207,411,"BX05",11,13,34,2016-06-10,2017-09-03
79369,"Kasey","F",2005-01-01,"Collie, Bearded","Manhattan",10003,102,59,"MN23",2,12,27,2016-06-10,2017-07-30
79370,"Keiko","F",2004-12-01,"Shiba Inu","Manhattan",10036,104,121,"MN15",3,10,27,2016-06-10,2017-08-25
79371,"Unknown","M",2016-01-01,"Maltese","Bronx",10454,201,25,"BX39",8,15,29,2016-06-10,2017-06-10
79372,"Unknown","M",2015-12-01,"Poodle","Queens",11375,406,743,"QN17",29,6,16,2016-06-10,2017-06-10
79373,"Unknown","M",2016-02-01,"Siberian Husky","Manhattan",10014,102,73,"MN23",3,10,27,2016-06-10,2017-06-10
79374,"Unknown","M",2016-02-01,"Siberian Husky","Manhattan",10010,106,66,"MN20",2,12,28,2016-06-10,2017-06-10
79375,"Unknown","M",2016-02-01,"Shiba Inu","Manhattan",10024,107,171,"MN12",6,10,31,2016-06-10,2017-06-10
79376,"Unknown","M",2016-03-01,"Cocker Spaniel","Manhattan",10019,104,135,"MN15",3,10,27,2016-06-10,2017-06-10
79377,"Venice","F",2014-10-01,"Maltese","Manhattan",10002,103,8,"MN27",1,7,26,2016-06-10,2017-06-10
79378,"Victory","F",2013-01-01,"German Shepherd Crossbreed","Bronx",10471,208,335,"BX22",11,16,34,2016-06-10,2017-07-30
79379,"Romeo","M",2008-10-01,"Dachshund Smooth Coat Miniature","Manhattan",10025,107,191,"MN12",6,10,31,2016-06-10,2017-05-18
79380,"Rollo","M",2003-10-01,"Unknown","Brooklyn",11221,303,291,"BK35",36,8,25,2016-06-10,2017-04-29
79381,"Rollie","M",2010-03-01,"German Shepherd Dog","Queens",11357,407,1017,"QN47",19,3,11,2016-06-10,2017-04-26
79382,"Roxy","F",2009-05-01,"Yorkshire Terrier","Bronx",10461,211,250,"BX49",13,14,34,2016-06-10,2017-07-02
79383,"Rosie","F",2010-01-01,"Chihuahua","Queens",11040,413,157901,"QN44",23,3,11,2016-06-10,2017-05-14
79384,"Rosie","F",2010-06-01,"Chihuahua Crossbreed","Brooklyn",11234,318,700,"BK45",46,8,19,2016-06-10,2017-07-06
79385,"Rocky","M",2007-12-01,"Unknown","Brooklyn",11221,304,435,"BK77",37,7,18,2016-06-10,2017-04-23
79386,"Rocky","M",2003-01-01,"Unknown","Brooklyn",11235,315,59401,"BK17",48,9,19,2016-06-10,2017-07-30
79387,"N/A","M",2016-03-01,"Yorkshire Terrier Crossbreed","Manhattan",10022,105,11202,"MN17",4,12,28,2016-06-10,2017-06-10
79388,"Nala","F",2005-01-01,"German Shepherd Crossbreed","Brooklyn",11215,306,121,"BK37",39,7,20,2016-06-10,2017-07-30
79389,"Name Not Provided","F",2016-04-01,"Shiba Inu","Queens",11360,411,1093,"QN46",19,6,11,2016-06-10,2017-06-10
79390,"Name Not Provided","F",2016-03-01,"Maltese Crossbreed","Queens",11103,401,157,"QN70",26,12,12,2016-06-10,2017-06-10
79391,"Name Not Provided","F",2015-12-01,"Unknown","Brooklyn",11233,303,299,"BK61",41,8,25,2016-06-10,2017-06-10
79392,"Kramer","M",2016-03-01,"French Bulldog","Manhattan",10016,106,70,"MN20",2,12,28,2016-06-10,2017-06-10
79393,"Krypto","M",2015-07-01,"Golden Retriever","Manhattan",10009,103,2202,"MN28",2,12,26,2016-06-10,2017-06-10
79394,"Koko","F",2013-03-01,"Mastiff, Old English","Brooklyn",11201,302,301,"BK09",33,7,26,2016-06-10,2017-07-06
79395,"Moose","F",2000-01-01,"Poodle","Manhattan",10024,107,161,"MN12",6,10,29,2016-06-10,2017-06-10
79396,"Mooshoo","M",2016-03-01,"Pomeranian","Manhattan",10022,105,102,"MN17",4,12,27,2016-06-10,2017-06-10
79426,"Zeus","M",2016-04-01,"Yorkshire Terrier","Bronx",10457,206,373,"BX17",15,15,33,2016-06-11,2018-06-11
79397,"Moses","M",2006-01-01,"Unknown","Queens",11415,NA,NA,NA,NA,NA,NA,2016-06-10,2017-07-11
79398,"Wiley","M",2008-01-01,"Unknown","Staten Island",10314,501,151,"SI07",50,11,24,2016-06-10,2017-05-28
79399,"Wasabi","F",2004-01-01,"Bull Dog, French","Manhattan",10013,102,45,"MN24",1,10,26,2016-06-10,2017-05-30
79400,"Weezy","M",2014-06-01,"Pomeranian Crossbreed","Brooklyn",11221,303,263,"BK75",36,8,25,2016-06-11,2017-06-11
79401,"Willy","M",2016-03-01,"Yorkshire Terrier","Bronx",10545,NA,NA,NA,NA,NA,NA,2016-06-11,2017-06-11
79402,"Murray","M",2009-03-01,"Unknown","Manhattan",10016,106,80,"MN20",4,12,28,2016-06-11,2017-08-07
79403,"Kuma","M",2005-01-01,"Siberian Husky","Brooklyn",11222,301,563,"BK76",33,12,18,2016-06-11,2019-06-11
79404,"Name Not Provided","M",2016-03-01,"Bichon Frise","Queens",11358,407,1193,"QN52",19,6,11,2016-06-11,2017-06-11
79405,"Roy","M",2014-05-01,"Labrador (or Crossbreed)","Manhattan",10036,104,121,"MN15",3,10,27,2016-06-11,2017-06-11
79406,"Ronaldo","M",2015-02-01,"Pit Bull (or Mix)","Manhattan",10021,108,126,"MN31",5,12,28,2016-06-11,2017-06-11
79407,"Unknown","M",2015-02-01,"Boston Terrier","Manhattan",10031,109,227,"MN04",7,13,30,2016-06-11,2017-05-16
79408,"Ruby","F",2015-12-01,"Golden Retriever","Manhattan",10023,107,157,"MN14",6,10,29,2016-06-11,2018-06-11
79439,"Lawri","F",2005-01-01,"Shih Tzu","Brooklyn",11230,314,528,"BK42",45,9,17,2016-06-11,2017-07-30
79409,"Kiara","F",2016-04-01,"Yorkshire Terrier","Queens",11413,NA,NA,NA,NA,NA,NA,2016-06-11,2017-06-11
79410,"Keo","M",2009-05-01,"Labrador (or Crossbreed)","Brooklyn",11225,309,321,"BK63",35,9,20,2016-06-11,2017-06-11
79411,"Kitsune","F",2006-05-01,"Shiba Inu","Manhattan",10038,101,1501,"MN25",1,10,26,2016-06-11,2017-08-05
79412,"King","M",2015-02-01,"Pit Bull (or Mix)","Brooklyn",11222,301,575,"BK76",33,12,18,2016-06-11,2017-06-11
79413,"King","M",2009-04-01,"Pit Bull (or Mix)","Bronx",10456,203,151,"BX35",17,15,32,2016-06-11,2017-06-11
79414,"Daisy","F",2009-12-01,"Unknown","Brooklyn",11225,309,79801,"BK60",40,9,20,2016-06-11,2017-05-04
79415,"Cucci","F",2011-01-01,"Maltese","Bronx",10456,203,14701,"BX01",16,15,33,2016-06-11,2017-06-11
